2025-11-16T15:08:15.206Z [APP] ✅ Premium features loaded successfully!
2025-11-16T15:08:15.208Z [APP] 🚀 Initializing Joplin to Anki Sync
2025-11-16T15:08:15.320Z [APP] 🔧 Verifying imported models exist...
2025-11-16T15:08:15.351Z [APP] ✅ Model verification completed
2025-11-16T15:08:15.351Z [APP] Running with Premium Two-Way Sync Engine...
2025-11-16T15:08:15.355Z [APP] 🚀 Starting Premium Two-Way Sync (Unified Engine)...
2025-11-16T15:08:15.356Z [APP] ❌ A critical error occurred during the sync process:
2025-11-17T20:04:55.139Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.140Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.141Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.141Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.142Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.143Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.144Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.145Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.146Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.147Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.149Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.152Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.158Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.159Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.160Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.161Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.161Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.162Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.163Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.165Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.169Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.170Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.171Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.173Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.174Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.175Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.176Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.177Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.178Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.179Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.180Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.183Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::histology📄"
2025-11-17T20:04:55.269Z [APP] Retrieved tags for note 49a2fa7849464ca7b79a6a968b1c379d: ["subdeck::gross anatomy💪🏽","gross_anatomy💪🏽::gross_anatomy_1.1::gross_anatomy_1.1.1","level_1::semester_1.1::semester_1.1.1","deck::anatomy🦴"]
2025-11-17T20:04:55.270Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.271Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.272Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.273Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.273Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.274Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.275Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.276Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.277Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.277Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.278Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.279Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.280Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.284Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.287Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.289Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.291Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.292Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.293Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.294Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.295Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.295Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.297Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.299Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.303Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.306Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.308Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.310Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.311Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.312Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.315Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.318Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.322Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.323Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.324Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.327Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.328Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.329Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.331Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.334Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.336Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.338Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.340Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.341Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.342Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.343Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.344Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.346Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.348Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.352Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.354Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.356Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.358Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.359Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.360Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.361Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.362Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.364Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.367Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.371Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::gross anatomy💪🏽"
2025-11-17T20:04:55.430Z [APP] Retrieved tags for note 743bfa6e38d5427ebc5c35b701dedc5e: ["deck::biochemistry🧪","level_1::semester_1.1::semester_1.1.1","biochemistry🧪::biochemistry_1.1::biochemistry_1.1.1"]
2025-11-17T20:04:55.431Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.433Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.435Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.436Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.437Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.438Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.439Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.440Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.441Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.443Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.446Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.448Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.449Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.451Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.452Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.453Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.454Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.456Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.456Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.458Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.459Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.459Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.461Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.462Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.462Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.465Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.468Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.470Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.471Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.473Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.474Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.475Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "biochemistry🧪"
2025-11-17T20:04:55.601Z [APP] Retrieved tags for note 06f24bbe1c9c4eca91006a5d148b60e6: ["physiology🧬::physiology_1.1::physiology_1.1.1","deck::physiology🧬","level_1::semester_1.1::semester_1.1.1"]
2025-11-17T20:04:55.602Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.602Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.603Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.604Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.605Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.605Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.606Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.606Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.607Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.608Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.610Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.611Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.613Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.615Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.617Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.618Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.618Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.621Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.621Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.622Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.623Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.624Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.624Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.625Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.625Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.626Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.626Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.626Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.627Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.628Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.628Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.629Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.629Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.630Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.631Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.633Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.634Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.636Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.637Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "physiology🧬"
2025-11-17T20:04:55.801Z [APP] 📊 Found 489 active sync items and 66 deactivated items in Joplin.
2025-11-17T20:04:55.802Z [APP] ⚖️  Analyzing 556 unique items...
2025-11-17T20:04:55.856Z [APP] 📥 Joplin→Anki: 5 create, 0 update
2025-11-17T20:04:55.857Z [APP] 📦 Starting batch import of 5 items...
2025-11-17T20:04:55.857Z [APP] Processing batch 1 of 1...
2025-11-17T20:04:58.036Z [APP] ✅ Created image card: "IMAGE test" in deck "image-test" (Anki Note ID: 1763409898027)
2025-11-17T20:04:58.250Z [APP] ✅ Created custom card in deck "image-test" (Anki Note ID: 1763409898235)
2025-11-17T20:04:58.251Z [APP] ✅ Created custom "Test Card" card: "IMAGE test"
2025-11-17T20:04:58.801Z [APP] ✅ Created cloze card: "IMAGE test" in deck "image-test" (Anki Note ID: 1763409898793)
2025-11-17T20:04:58.828Z [APP] ✅ Created basic card: "IMAGE test" in deck "image-test" (Anki Note ID: 1763409898819)
2025-11-17T20:04:58.866Z [APP] ✅ Created mcq card: "IMAGE test" in deck "image-test" (Anki Note ID: 1763409898855)
2025-11-17T20:04:58.922Z [APP] 
 📊 Batch Import Summary:
    • Created: 5
    • Updated: 0
    • Skipped: 0
    • Failed: 0
    • Resources Uploaded: 15
    • Resource Failures: 0
   
2025-11-17T20:04:58.993Z [APP] 
   ╔══ ✨ Sync Completed Successfully ✨ ═══╗
   ║                                        ║
   ║   ⏱️  Duration: 14.1s                  ║
   ║                                        ║
   ║   📝 CHANGES                           ║
   ║      → Joplin: +0 created, 0 updated   ║
   ║      → Anki:   +5 created, 0 updated   ║
   ║      → Conflicts (Anki Won): 0         ║
   ║                                        ║
   ║   📈 STATUS                            ║
   ║      → Unchanged/Skipped: 551          ║
   ║      → Resources Uploaded: 15          ║
   ║      → State Entries Cleaned: 0        ║
   ║      → Total Errors: 0                 ║
   ║                                        ║
   ╚════════════════════════════════════════╝

2025-11-17T20:07:11.970Z [APP] ✅ Premium features loaded successfully!
2025-11-17T20:07:11.972Z [APP] 🚀 Initializing Joplin to Anki Sync
2025-11-17T20:07:12.081Z [APP] 🔧 Verifying imported models exist...
2025-11-17T20:07:12.107Z [APP] ✅ Model verification completed
2025-11-17T20:07:12.107Z [APP] Running with Premium Two-Way Sync Engine...
2025-11-17T20:07:12.110Z [APP] 🚀 Starting Premium Two-Way Sync (Unified Engine)...
2025-11-17T20:07:20.516Z [APP] Retrieved tags for note d07d42f1da734af68d6479dbd44e070d: ["deck::image-test"]
2025-11-17T20:07:20.535Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "image-test"
2025-11-17T20:07:20.540Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "image-test"
2025-11-17T20:07:20.547Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "image-test"
2025-11-17T20:07:20.553Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "image-test"
2025-11-17T20:07:20.557Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "image-test"
2025-11-17T20:07:20.954Z [APP] Retrieved tags for note 5d0ef7df940c4326958522d56fd78d73: ["embryology👶🏾::embryology_1.1::embryology_1.1.1","level_1::semester_1.1::semester_1.1.1","deck::anatomy🦴","subdeck::embryology👶🏾"]
2025-11-17T20:07:20.956Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.958Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.961Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.965Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.969Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.972Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.974Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.976Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.978Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.979Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.982Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.983Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.985Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.986Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.990Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.995Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:20.997Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.000Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.001Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.003Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.005Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.008Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.013Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.015Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.017Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.018Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.020Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.022Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.023Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.027Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.030Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.031Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.033Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.035Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
2025-11-17T20:07:21.035Z [APP] 💎 Premium: Using enhanced tag-based deck structure → "anatomy🦴::embryology👶🏾"
